Column1,listing_id,id,date,reviewer_id,reviewer_name,comments,length,language,compound,neg,neu,pos,English
24822,28958329,348977032,"16,11,18",136157621,Hedy,Lindas house is very comfortable clean and quiet thank you very much for Lindas husband she is very helpful and friendly,125,en,0.9396,0,0.506,0.494,
30422,32227139,425778177,"19,03,19",7974979,Helga,I enjoyed the stay The hotel is simple but very friendly and helpful Bus stations and MRT are nearby so I could reach all the places you have to see easily,160,en,0.9396,0,0.625,0.375,
41050,10013630,61985099,"10,02,16",16076351,Jinbo,Very good location in downtown of singapore It is close to many delicious places and the famus travelpoints The propery is so comfortable suit for family stayingGordon is very kindly hostI should recoment to everyone going to singapor,246,en,0.9396,0,0.699,0.301,
52000,26633522,478384037,"30,06,19",192421055,Jarudon,Sunnys place is nice It is perfect for anyone who wants to travel to singapore with family The room location is good too you can walk to Dhoby Ghaut subway station easily And I think this place suppose to be a very quiet place if you are looking to have some peaceful stay but unfortunately theres a construction going on nearby by the time I stayed Overall I have a very good and happy stay here,405,en,0.9396,0.034,0.749,0.217,
39769,25561906,274342851,"09,06,18",16133815,Raymond,Real photos Great location Easy walk to public transport Grocery shopping in China town near by The street has all the food and nightlife you could want Very safe Very responsive if there are needs you have Highly recommended,234,en,0.9397,0,0.665,0.335,
58596,7894542,65027109,"10,03,16",36551725,Alexey,Christy is nice and flexible The apartment is the perfect place for exploring the cityHowever it was kind of a surprise for us that we had literally just one hanger for all our clothes and all drawers are occupied and are not allowed to be used So we had to use our suitcases as drawers and since we spent there almost 1 month it was not very comfortable for usThis was the only problem we had and if you spend less than a week its okay because you dont really want to unpack your suitcases in such case Other than that the overall experience was great the location is perfect Id recommend Christys apartment for a short stay in Singapore,664,en,0.9397,0.051,0.786,0.164,
31162,15547717,117116090,"04,12,16",14497134,Xuning,Toilet was really small but manageable Cable TV was not working at all Room was clean Basically just a room comfortable if you are on a budget Great location,165,en,0.9398,0,0.656,0.344,
38007,6485145,603978027,"10,02,20",253828427,Jose,Highly recommended Place is as advertised Excellent value for money Very clean and secured because of the tenantsonly card access in the building  It is also very near hawker centres like Old Airport  Haig Road,217,en,0.9398,0,0.635,0.365,
50370,9901369,233097948,"08,02,18",2547910,Jocelyne,This apartment is well located close to 2 metro stations and buses The location is safe and the pool is very popularOur host is very helpful and communicates quickly with us However according to the photos I thought the apartment a little bigger but considering that we are in Singapore and that everything is small it was good Thank you for your kindness Kelamel,372,en,0.9398,0,0.777,0.223,
51956,23348717,302689899,"06,08,18",190802452,Linh,The apartment overall is clean and looks better in real life Clear instructions and checkinout process If you dont mind the area tons of street vendors nearby with good price  reasonable distance to public transport busMRT  Some minor problems with the appliances sink blockagedoor knobs falling out with forces but overall a pleasant stay Would definitely recommend this place for groups,404,en,0.9398,0.043,0.703,0.254,
57249,369145,2896518,"16,11,12",2250875,Joana,Elizabeth is a friendly host that does her best to help you along your stay She is always concerned with the wellbeing of the guests and you will feel like home hereThe apartment is her home as wellThe apartment is 1015 min walking distance from the subway station but the journey to the centre is very fastThe prices in Singapore are quite expensive so this is a cheap place to stay Therefore dont expect the same as a hotel but as a home of a friend which has its benefits especially if you need someone that gives you tips about the city like Elizabeth does,581,en,0.9398,0,0.847,0.153,
60453,25972498,364619391,"31,12,18",72135208,Gunnar,the place is in good reach of the airport and city by taxi Furthermore the gym and pool is a big plus Yet we had quite an issue with the cleanliness of the roomsespecially the bathroom it obviously hadnt been cleaned for a while having hair a lot of stains and a sticky floor we couldnt directly indicate this to him as we arrived in the middle of the night being welcomed by his mother the next morning we let Ariwho is sleeping in the living room neighbouring the private room know  He was very polite and promised room clean in that morning he did as promised leading to a acceptable clean bathroom yet it still had a sticky floor and dirt in many places Ari smokes in the neighbouring room which I personally didnt like if hed pay more attention to the tidiness of the room and especially the bathroom  this would be a really good place to stay,880,en,0.9398,0.033,0.839,0.128,
36049,16295158,622549798,"17,04,20",48215050,Faezah,The space was definitely roomy and the private rooftops a nice touch Good value for how much you get especially in Singapore Shuying and the Figment Team were really nice and responsive throughout,201,en,0.9399,0,0.618,0.382,
57683,13418425,238832169,"27,02,18",100506373,Ashley Kate,Great location near MRT and bus stops Close to restaurants and convenience stores Excellent price for a really nice and clean one bedroom condo Place is small so is best for 12 people Everything was perfect Alex and her friend Kim were very responsive and helpful when we had questions Onsite laundry was convenient as well Safe and walkable neighborhoodOnly minor issue was that check out is absolutely not flexible  was hoping for a bit later as my flight got delayed but it wasnt possible If you find yourself in that situation the airport has baggage storage for a reasonable price,603,en,0.9399,0.051,0.745,0.204,
34865,6221711,62055846,"11,02,16",33211197,Andrzej,FLORENCE IS NICE obliging HELPS IN ALL ABOUT WHAT IT ASKS HER APARTMENT IS SO I described FLORENCE THERE lived very pleasant RECOMMENDS THE APARTMENT as a cool place to stay in Singapore,192,en,0.94,0,0.641,0.359,
35113,19507614,242950677,"14,03,18",76496607,Iwan,We did really enjoy this very nice house  its clean and complete and all the facilities is similar to 4 star hotel plus I did enjoy the working room it was very useful for our business trip,194,en,0.9401,0,0.671,0.329,
23442,30969285,437624413,"15,04,19",110812393,Wilfried,Very good stay at Tanya place good and easy communication Perfect location and very clean and practical apartment,116,en,0.9402,0,0.453,0.547,
28043,7814843,52085798,"26,10,15",44396097,Rice,First time using Airbnb amazing experience Room is clean and tidy Erin treated me like close Friend and I really enjoy staying at her house,144,en,0.9402,0,0.56,0.44,
55724,23567609,406548818,"30,01,19",106921002,Nadine,For a hostel ok we didnt know that its a 20 person dorm room We expected a private room so we didnt enjoy our stay Toilette and shower in the same cabin not very hygienic everything is wet afterwards Breakfast not always on time Rooms are very small you can barely move But the staff is very friendly and you can get coffee and tea the whole day no instant coffee location is great  everything is nearby  so for backpackers perfect But the german translation made us expect something different,512,en,0.9402,0.045,0.791,0.164,
27857,35759765,600148242,"01,02,20",61752374,Trang,River Valley is great area great   hygiene nice bathroom perfect for 2 peoples complicated stairs even after going up the elevator,143,en,0.9403,0,0.536,0.464,
34493,31201062,367951871,"06,01,19",101307796,Cathy,the place is good and  its very new and spotlessly clean and in an excellent location its a short walk to the subway station and easy walking distance to centre mall warmly recommended,189,en,0.9403,0,0.618,0.382,
35303,16502098,170206883,"15,07,17",36982751,Michael & Helene,Great location just a few stops from Changi International Airport and Good Value for Money I would definitely recommend to other travellers And I would definitely consider staying here again,195,en,0.9403,0.038,0.549,0.413,
36878,982909,45784788,"06,09,15",20007119,Michelle,The apartment is pretty and modern I also enjoyed using the pool on the 7th floor a lot Yuan was a great host and put in a lot of effort to make my stay a great time and I would stay there anytime again,207,en,0.9403,0,0.731,0.269,
50750,22454647,351818244,"24,11,18",69520835,Ong,Michael is a great host will reply to my query within the day and provided the detailed guide on the house access Apartment is new clean and comfortable with high floor The place is located near Paris Ris MRT about 10mins walk making it easy access to places Fully furnished home with everything you needed that makes the stay feel at home Will definitely come back again,379,en,0.9403,0,0.798,0.202,
53596,12331551,141404166,"02,04,17",32686935,Sophia,I stayed here for 3 nights The host responds to messages really fast which was amazing The external part of the building may look a little run down but the internal part of the house and room is exactly as pictured The room is nice and clean The location is perfect for us as we were traveling around with MRT The only small issue would be having other tenants blast loud music in the common area late at night this happened for 2 nights,445,en,0.9403,0,0.845,0.155,
42903,24707713,464582869,"06,06,19",25781945,Satriya,We stay at Justins place and this place is very near to Chinatown In the local itself has many great local restaurant and cafes which I found it very interesting Very clean place great space with all things that you need to stay in Singapore for more than a day,266,en,0.9404,0,0.758,0.242,
57932,21477315,405338839,"27,01,19",2868864,Dana,Claras place is a very nice place The room is situated on the 3rd floor of a family house The bathroom is fully equipped with anything you might need Everything is very clean nice bed sheets we appreciated the coffee we could prepare after our 24 hour traveling As well we were able to check in early in the morning  Thank you Clara We were 4 people and that was far too much for the  little room 2 people maybe 3  but not absolutely 4 there was no place to put the extra madras on the floor the metro and bus are very easy to take and arrive to the house The neighbourhood is very quiet and peaceful,619,en,0.9405,0.021,0.824,0.155,
27337,7959059,441459590,"22,04,19",220381603,Dhanashree,Very beautiful place  Hosts are very friendly and very helpful Very well situated place and safe Bus stops and mrt just few minutes away,140,en,0.9407,0.045,0.501,0.455,
20188,3479493,62869524,"17,02,16",52727842,Alex,Not bad In the middle of vibrant Chinatown Pretty clean place too Overall positive experience,98,en,0.9408,0,0.388,0.612,
39386,8372023,175080250,"28,07,17",34102851,Pinky,The place is very clean and very accessible to centerpoint and orchard gateway definitely worth every penny place is very peaceful and clean 2 thumbs up we will definitely choose this place when we visit Singapore again,230,en,0.9408,0,0.649,0.351,
31172,23723634,444467045,"28,04,19",31250130,Michael,The room is huge and clean especially the living room that you can hang out Great location and Uncle Tan is very helpful My top of my list to stay in SG Thank you,165,en,0.9409,0,0.626,0.374,
60188,24200482,364046080,"30,12,18",15529594,Jessica,Cozy room and good stay  I was very comfortable and didnt run into other people staying too much  They also let me keep my bags there while I explored my last day because I had a night flight and that was a HUGE help  This particular room is tiny and there are no windows just know that  Also the walls are thin so when people were getting up in the middle of the night I could hear it very loudly  For me this didnt take away from the number of stars I wanted to give or the quality of the stay and it only happened one night   FYI  if you are taking the train and using Hidden by Airbnb to get back from the airport go to Farrar Park station and the exit is exit A Race Course Road  Hidden by Airbnb took me to a station farther away and had me walk which was a much longer walk with all my luggage  Thanks guys,835,en,0.9409,0.012,0.881,0.106,
23786,24644690,570640596,"30,11,19",228191962,Tuấn,This apartment is so awesome Location near MRT Station near the mall and really clean Host so friendly and helpful,118,en,0.9412,0,0.52,0.48,
29674,27810679,354199984,"01,12,18",157218045,Paula,Its a really good place to stay Its a beauty and big apartment He has friendly pets Ian is a good person and can help you with advices about the city,155,en,0.9412,0,0.622,0.378,
32140,15946383,464123446,"05,06,19",57535429,Reid,Great place The five bedrooms and three bathrooms were very convenient The location is amazing and some of the rooms have a great view of the skyline I highly recommend,172,en,0.9412,0,0.637,0.363,
32708,9802857,201218741,"08,10,17",20827669,Celina,Thanks Joen for your nice place We really enjoyed ourselves The house is very pretty and spacious and the views are spectacular Will definitely want to come again in future,176,en,0.9412,0,0.588,0.412,
33381,24984672,416717498,"25,02,19",122924964,Mino,Had a pleasant stay Great location to many cafes and easy to get around Really like that its cozy and the convenient access Would definitely come back to this if theres a need,181,en,0.9412,0,0.639,0.361,
35989,5376182,463768755,"04,06,19",13728350,P-J,Good location near two important MRT stations Jl Besar Rochor 10 minutes walk to Haji St Arab St Very good communication with the host she responded instantly Clean and comfortable good vibes,201,en,0.9412,0,0.608,0.392,
39644,36581961,545287052,"12,10,19",102711073,Kelly,Great room and ensuite in a good location Very comfortable with everything you would need James is very helpful with checking in as well as tips for what to do locally I would stay here another time if I come to Singapore again,232,en,0.9412,0,0.707,0.293,
45502,21415749,588042440,"04,01,20",311635272,Hannah,This place met all of my expectations My only issue was the bathroom Not the cleanest but definitely not the worst Ive seen The beds were very comfy and you cant beat the local Cheryl was very thorough on the best way to get there and what accommodations to look forward to once you arrived,297,en,0.9412,0,0.79,0.21,
10998,2357514,556258525,"29,10,19",31493523,Arek,Perfect host Perfect location Perfect place Perfect vibes,57,en,0.9413,0,0.213,0.787,
15857,16618602,516142205,"24,08,19",129088570,Yessica,Great place to stay with friends Good location easy to check in and nice host,81,en,0.9413,0,0.388,0.612,
35954,3000736,36993795,"03,07,15",30943083,Kelvin,Wonderful place near by the Subway station in 10minpretty clean and beautiful bed with 2 large luggage safety locker for everyone I will definitely chose FisherBnb next time I come to Singapore,200,en,0.9413,0,0.631,0.369,
36510,30219680,551175794,"20,10,19",9781093,Caroline,Steve is very responsive and tried his best to give us a good experience We had some minor hiccups but Steve resolved it quickly It is a well furnished house and my family had a great time staying there,205,en,0.9413,0,0.663,0.337,
45183,19741381,251423900,"08,04,18",78315460,Harriet,Wonderful stay at Evelyns homestay which had everything we needed and was located next door to a bakery which smelt delicious Evelyn had left notes saying which buses to get to which location which was useful A map left in the room would also have been helpful Would definitely stay again,293,en,0.9413,0,0.744,0.256,
59397,36214603,573088630,"05,12,19",292913925,Joanna,Given the price the standard was okBrandon explains everything in great detail and gives a lot of valuable advice about the cityThe room itself was cleanThe only thing that for me definitely needs to be changed  renovated is the bathroom Considering the fact that everyone needs to walk barefoot which is fine when everything is super clean walking in the bathroom where I saw a lot of hair and some insects in the draining was disgusting Moreover everything including toilet seat was wet because the shower is without any glass walls or doors I know there are a few people in a flat but definitely someone should take care more of bathrooms cleanness If I saw the bathrooms pictures before I wouldnt book this room,738,en,0.9413,0.016,0.839,0.145,
49502,16167315,249809964,"03,04,18",86981467,Rucha,Rick was super nice and friendly and responded to all my tiny questions very quickly over messages His house was as described and very very clean However I did not know Geylang was a red light area  not that I had an issue but my Indian parents were a little taken aback We however did not experience anything bad and all in all had a pleasant stay,356,en,0.9414,0,0.784,0.216,
52051,2868366,98326046,"30,08,16",97808,Patrick,Stayed here a couple nights Decent location Place looked as described Never met Darrick  he pays some other guys to manage the place They were helpful enough Bed was a bit on the soft side Having the washerdryer in unit was super useful just wish the machine wouldnt irregularly lock its door preventing us from taking out clothes Overall Id recommend the place Not much to complain about,406,en,0.9414,0.014,0.772,0.214,
37118,17768467,258892302,"30,04,18",165003717,Amir,Stayed here for 3 months I had a very pleasant stay and Lee was always very responsive to help out Exceptional amenities at the condo I felt very comfortable all the time Considering to coming back Thanks,210,en,0.9417,0,0.669,0.331,
46639,27034075,294300105,"22,07,18",202228511,Leroy,Very stylish cool hotelroom Common coworking place still under constructionInitial room was not work friendly no chair no desk but before I even walked in the staff was already asking me if I wanted a bigger room Was given a very nice room with a chair and table Staff was very friendly and helpful,312,en,0.9417,0.027,0.707,0.266,
27851,21457284,453454625,"16,05,19",57497889,Magdalena,The place was so accurately as the describe And somehow better than expected The place a little bit small but nice and clean  Great host,143,en,0.9418,0,0.586,0.414,
33741,8055914,494277371,"24,07,19",85660130,Lun,Must recommend Dana house to everyone  just opposite of MRT station very clean room make you feel like at home very friendly and helpful Sure will come and stay again next time,183,en,0.9418,0,0.607,0.393,
44253,5919270,475276051,"24,06,19",35598151,Robert,Edwin and Sharon were a joy to deal with  Quick responses and very helpful  Breakfast was nice toast jams peanut butter daily fruit coffee juice and cereal  Using public transit took awhile to getto places but still great experience  Thanks Eddie for opening your home,281,en,0.9418,0,0.716,0.284,
55022,19831199,326288327,"22,09,18",36738752,Rebekka,The apartment is perfect for a stay in Singapore and we would prefer this kind of place over a hotel room any time The accomodation has so much character and we immediately thought we could actually move in right awayCommunication with the host was very easy and quick all the organisational things were described perfectly we had no problems checking in or finding our way aroundWould recommend this place to anyone who wants to visit SingaporeThank you Jiayi for having us,488,en,0.9418,0,0.827,0.173,
28152,8038199,146219571,"22,04,17",107897481,Adelina,I had a very pleasurable stay Thank you for the host especially Michelle for accomodating everything perfectly I would love to stay here again,145,en,0.9419,0,0.574,0.426,
40615,6426115,85853496,"13,07,16",34768257,Yiyi,My family and I had a good time staying at Anthonys place The apartment was clean and nicely decorated quite spacious for the five of us The location was very convenient also and Anthony was a very responsive and helpful host Recommend,242,en,0.9419,0,0.681,0.319,
46797,11863888,89154320,"27,07,16",32673646,Gary,The unit was just what I was looking for Perfect central location and near Marina Bay The unit was very clean and great for my short stay Conveniently located near Club St and above some very bustling restaurants and pubs Elise was an amazing host and was always in constant contact I will defiantly be back,314,en,0.9419,0,0.778,0.222,
51708,33795262,579151631,"20,12,19",70200802,Timothy,This is a very good location as you can walk to somerset MRT and a nearby fairprice supermarket which is open 24hours Joel is also very attentive to us as we request for extra toiletries he will try his best to send it to us I highly recommend that you give this place a try Also highly note this place will mostly fit 4 people max any more than that it will be very small Thanks again joel,398,en,0.9419,0,0.821,0.179,
54124,2868366,320021697,"08,09,18",25575500,Vicky,As expected good value for money for Singapore Check in was pretty straightforward when we knew what to expect it seems like the whole building is full of Airbnb type places serviced by a couple of guys the door bell rings on one of their phones so ring once and wait theyre on their way Everything clean no windows in room so not great for claustrophobics but good facilities and nice Singapore price Good location mid way to Clarke quay and orchard,460,en,0.9419,0.04,0.745,0.215,
61648,16401676,506739071,"11,08,19",8147625,Emily,Clean spacious bathroom and shower with hanging space located close to amenities a 24hr supermarket called FairPrice is a short walking distance away a few 24hr food outlets on the same street as the supermarket are also available plus the legendary Killiney Kopitiam 1015 minutes easy flat stroll to Somerset MRT and a few shopping centres easy check in and check out and very cute heritage like building facadeThere are stairs in front of the building so do take care if your suitcase is heavy There is a lift inside the building so this was a huge helpIt can be quite cold at night with the aircon so take care not to set the aircon temp too low The doonablanket is also thicker sheets instead of an actual blanket so this can be uncomfortable if your aircon is set too lowWe borrowed iron and small ironing board last minute which we got quite fast but the iron couldnt really heat up properly Not a huge issue for us but couldve been troublesome if you really needed itThe windows are sky light style so you couldnt open them for fresh air but it was sufficient to get natural light inAll in all this space was exactly what our group of 4 ladies needed for our short stay as we didnt want to be separated into 2 rooms Ong the host is incredibly responsive too Thank you Ong,1326,en,0.9419,0.045,0.842,0.113,
29315,16411839,322001957,"12,09,18",80019827,Ahmad,The hosts are really nice helpful and kind They accepted early checkin for me The place is clean and the garden is so quiet Overall i recommend it,152,en,0.942,0,0.566,0.434,
23226,7843168,275445436,"11,06,18",155242459,Lanie & Arsell,Awesome Had a wonderful stay at Erins homeShes so nicea great hostWill definitely book this place again soon,115,en,0.9421,0,0.485,0.515,
36896,20672785,209290362,"05,11,17",75661283,Chloe,A great place Only few minutes walking to MRT station close to Chinatown Marina bay and downtown The view is great and the sky park on the roof We really enjoyed our stay here Jay is a really nice guy,208,en,0.9421,0,0.707,0.293,
46571,16936558,168714670,"10,07,17",126529816,Abul,This is very modern apartment in an excellent residential neighborhood Price was very reasonable Apartment was very clean After check in bathroom door and gas cooker were not working These were later fixed A toaster in the kitchen will be helpful Overall had a very pleasant stay Will highly recommend,311,en,0.9421,0,0.739,0.261,
54194,12998449,87306345,"19,07,16",65694523,Vee,OMG this place is amazing Shu was quick to respond to all enquiries and was very helpful There was also a detailed list of local restaurants bars and shopping malls which was very handy The location was really central with taxis passing often The shophouse is just beautiful particularly the furnishings Dolly also helped us navigate the area and went above and beyond to make our stay comfortable and easy I can not recommend this listing enough,462,en,0.9421,0.023,0.788,0.189,
55878,8897560,57000904,"20,12,15",8608106,Ema,Hostel is located in the very central part of the city and it is clean practical and quite I must say this is one of the rare hostels in Singapore that are open 24h The owner is very friendly and he allowed me late check in and check out hours As well he made sure I have everything I need during my stay and provided me with some tips on bars and restaurants around I really enjoyed my stay at the hostel and will definitely come again on my next trip to Singapore  PS Breakfast is included in the price,518,en,0.9421,0,0.848,0.152,
33027,33536365,472552802,"20,06,19",248733268,Zizie,Lims very friendly Fast response if we request anything and I get a free gift new powerbank for free from him Much thanks Will stay here again once we come back to Singapore,178,en,0.9422,0,0.638,0.362,
35613,24288828,435614747,"11,04,19",37272920,Ed,Highly recommend this as a place to stay if visiting Singapore Nice and clean apartment with Aircon Good location for exploring Singapore with nice local coffee shops Easy access tofrom airport,198,en,0.9422,0,0.597,0.403,
36476,6183734,167832210,"08,07,17",45294168,Daniel,Great place Clean and comfortable As advertised Host was very helpful Approximately 10 minutes walk to nearest MRT train station Supermarket and local restaurants nearby Would definitely recommand,204,en,0.9422,0,0.591,0.409,
51499,3995441,203931777,"16,10,17",148076179,Sandra,I stayed in Singapore for a week and this apartment is perfect to stay everything is as mention all the transportation to the main points is near The apartment is clean and have all the necessary thing for a good time And all the complex is in the same conditions the pool gym and common areas I had an amazing time and I completely recommend this place to single travelers and couples,394,en,0.9422,0,0.808,0.192,
56992,5494971,30428667,"21,04,15",4610063,Jesse,Anitas place was exactly what I was looking for  close to a train station generous room size and a relaxed atmosphere Everything was as per the listingThere were no issues in arrival despite arriving an hour later than I had planned Also Anita was prepared with the wifi password something that was important for meEveryone was very friendly from Anita and David their housekeeper and the cute little dog They even booked a taxi for me on the last evening as I was leaving at 5am to go to the airport and couldnt pick one up from the street easily,567,en,0.9422,0.019,0.812,0.169,
32870,24664051,349616018,"18,11,18",2639160,Joaquin,Great place to stay in Singapore Flexible check in and check out times which was great Good situation between 2 stations of green lane which is the one to the airport Thanks,177,en,0.9423,0,0.629,0.371,
34632,29581373,411611220,"13,02,19",21329255,Salonikos,I definitely recommend this play i used to stay in singapore and got back after a year so regarding my experience the location is great the apt is clean and Mary makes you feel like home,190,en,0.9423,0,0.64,0.36,
38906,6147142,41123032,"04,08,15",38050942,Josh,Room served its purpose Susan was kind and helpful Fifteen minute walk from Simei MRT station Quiet neighborhood Quick taxi ride to the airport Added bonus cute Corgi named Sunshine was staying at the time of my visit,226,en,0.9423,0,0.675,0.325,
39949,982909,17065873,"06,08,14",14886004,Cécile,It has been such a pleasure to live the Singapore experience with the help of YuanVery welcoming she puts everything she can to make you feel at home  Her beautiful and clean appartment is right next to all the city can offer,235,en,0.9423,0,0.699,0.301,
48899,37916346,543063374,"07,10,19",973005,Piyush,This was a truly unique and comfortable experience The Hmlet is a community focussed coliving that offers a range of amenities that a standard Airbnb or even a hotel lacks I spent a week there working doing meetings and feeling super productive in an inspiring place I would recommend this to anyone traveling for work or even for leisure,346,en,0.9423,0,0.758,0.242,
61020,17657915,534715540,"23,09,19",9624011,Blair,The front desk staff was courteous and efficiently showed me how each part of my stay would work when I arrived The morning breakfast is no frills but it is a nice perk My bed was very comfortable but the pods get too warm for my liking and theres no way to adjust the temperature there is an air vent but you cant increase air flow The curtains are very thin compared to other capsule hotels Ive stayed at and some guests mostly Americans sorry about my people were quite loud when they came and went The main downfall with this place was the cleanliness and general state of the bathrooms I saw mold in one around the caulk of the sink they were very hothumid and not ventilated They also were generally not very clean Bath mats were soaking wetvisibly dirty etc I know this isnt a fullservice hotel so Im looking for a comfortable bed quiet and clean bathrooms This place is in a great location but I wasnt wowed with the basic amenities Ive come to expect from a capsule hotel,1019,en,0.9423,0.088,0.766,0.147,
20061,12367388,121070912,"13,12,16",49788556,Shubha,Hii place was nice and very clean very friendly and helpful staff It was a comfortable stay,97,en,0.9424,0,0.43,0.57,
40681,4499317,595891629,"21,01,20",49057150,Bewtybew,This apartment is right in town where you can find everything Its amazing place to stay I would definitely come back here Room is good size Bed is awesome Fully furnished with what you would want for a trip I give 5 stars with no doubt,242,en,0.9424,0,0.703,0.297,
60890,17122972,174761103,"27,07,17",25346625,Jiajie,I booked the place for me and my parents It was about 510 minutes walk from King Albert Park MRT Even though it was a little uphill walk from the MRT to Js place it was very manageable It was a unique experience for myself as it was not any houses that you expected in Singapore We enjoyed the stay very much It was a very quiet place There were trees all around the house The room was spacious we still had lots of space with a kingsized bed floor mattress sofa and 2 tables We also spent some time every morning at the guest common area for breakfast where there was a pantry Not to mention some family time at night with Chinese tea after a whole day walk in the town Just a note that there were some steps and a short spiral staircase to manage before the room J was in overseas when we were there however there was always someone in the house to help us I would definitely recommend this place if you love nature and a little retreat from the city life,986,en,0.9424,0,0.915,0.085,
24850,10848771,184480706,"19,08,17",74789901,Fabián,This place is really good  the dogs are adorable and Eldhi is quite helpful and kind I highly recommend stay at this place,125,en,0.9427,0,0.53,0.47,
40405,7165778,296919951,"27,07,18",81766008,Vina,Very gracious host Location is really convenient just a station away from sentosa Check in instructions given were very clear and easy to understand Value for money is excellent Highly recommended for a simple no fuss stay with family,240,en,0.9427,0.042,0.611,0.347,
43635,24660198,605228893,"14,02,20",7006543,Cindy,Conveniently located with airy light and roomy apartments featuring extremely comfortable beds The pool is a welcome addition given the temperatures Reception staff all very friendly and helpful which makes for a highly personalized experience Would highly recommend,273,en,0.9427,0,0.674,0.326,
29645,10478373,261726647,"07,05,18",137586365,Sina,Really nice stay Perfect located in the middle to reach everything in short time Friendly other guests and good advice from everybody Clean quiet area,155,en,0.9428,0,0.528,0.472,
37159,12924827,84847066,"09,07,16",75365189,Roman,Very close to MRT great clean and comfortable apartment Had access to pool and gym area in the complexRuth was also very responsive and helpful when I had questions about the apartment  the cityThanks,210,en,0.9428,0,0.645,0.355,
44211,15722934,330758381,"01,10,18",47541796,Sab,The room is in a perfect location just a bit sad very basic but if you just need a bed is what you need great quality of sleeping i would suggest to add some basics as shower gel at least and maybe some plants as it is very dark inside it would help to cheer up the atmosphere,281,en,0.9428,0.029,0.746,0.225,
51546,11642282,151670665,"13,05,17",88755359,Tobias,I stayed at the Green Corner for 2 weeks and can highly recommend it to everyone coming to Singapore The premises are very clean and spacious with all the necessary facilities available kitchen laundry area etc Owners are exceptionally friendly helpful and attentative if you have requests of any sort Overall its a very pleasant and hasslefree stay and I would go there any time again,395,en,0.9428,0,0.793,0.207,
56021,2858696,181523744,"13,08,17",126266553,Sachi,Darrick is an amazing host and his quick response to the messages gives him an edge over many hosts I think The apartment is centrally located so many major attractions are within the reach of around 15 minutes Even the airport is around 20 minutes away If youre a group of 4 then uber is cheaper and convenient then public transport I would say The apartment is cozy and value for money Such a cheap apartment and so centrally located is all you need Thank you so much Darrick for an amazing experience in Singapore,524,en,0.9428,0,0.84,0.16,
16744,7350502,139542517,"25,03,17",102921885,Debbie,the house is nice clean and very comfortable thank you for great communication,85,en,0.943,0,0.334,0.666,
37512,23723634,488981302,"16,07,19",34165131,Athittaya,The place is as showed in the photo Jane was very quick to respond Also Uncle Tan was taking a very good care of us and he cleaned the room perfectly The location is great Walking to MRT is about 10 minutes,213,en,0.943,0,0.717,0.283,
41497,6352827,138079130,"18,03,17",100324800,Justin,Clean smooth blanket comfy bed spacious room Washing machine  dryer refrigerator rice cooker sofa are available to use right in front of the bedroom Very convenientSuper friendly and nice and helpful host Would love to come back again,251,en,0.943,0,0.674,0.326,
32545,12839857,127514960,"18,01,17",490142,Lizzie & Asher,We really enjoyed our stay the location was convenient the room was clean and beautifully decorated Shu was very helpful with recommendations and easy to communicate with,175,en,0.9431,0,0.579,0.421,
40860,15722934,515458969,"23,08,19",72004725,Kat,Great location close to hawker market malls  transit  We were able to get everywhere we wanted in 20 minutes or less  Alex  Mei were great communicators  so easy to work with  We greatly enjoyed our first visit to Singapore as a result,244,en,0.9431,0,0.717,0.283,
47752,5827998,257107646,"25,04,18",55688569,Vignes,My second time of staying here this time in Lily Room The lily pond is such a gorgeous touch really worth spending some time by the pond The room itself was perfect in every sense comfortable bed all amenities provided Edwin and Susan helped make my stay completely satisfactory and I look forward to staying here again,328,en,0.9431,0,0.765,0.235,
49615,14222817,103896066,"24,09,16",86996270,Rohit,My expectations were exceeded staying over at Earths place and the overall experience 5 star Both Goi and Earth are friendly and helpful individuals and this helped me to settle in I thoroughly enjoyed our interactions and chats I strongly recommend staying at Earths place and I would not have asked for a lot more  Thank you again Earth and Goi,358,en,0.9431,0,0.764,0.236,
13113,19366049,424615145,"17,03,19",247466763,"Akhil, Ashita",Great location great staff and good breakfast Loved the stay here,67,en,0.9432,0,0.318,0.682,
14821,30389028,593816533,"17,01,20",59845630,Tilman,Great place great location great host We will definitely come back soon,75,en,0.9432,0,0.348,0.652,
20314,10814989,116712360,"02,12,16",4524655,Andrew,The stay was great location great and the host was a pleasure to deal with  very helpful 1010,98,en,0.9432,0,0.483,0.517,
26674,12805743,578233909,"17,12,19",122955411,Haziq,Such a huge and lovely space with beautiful decor Enjoyed every moment of it and would definitely come back to try the other rooms too,136,en,0.9432,0,0.556,0.444,
28793,12703293,250115706,"04,04,18",25552160,Nic,Great Location Right in little India and the city mall  easy communication and check inout  quiet great common space beautiful exterior,149,en,0.9432,0,0.531,0.469,
34840,10748142,70288912,"17,04,16",62744266,Roman,Awesome location  Amazing view  Great pool and gym  Very friendly owner helped us check in despite a 3 hour delay at the airportDefinetly a bargain if you are traveling in a small group,191,en,0.9432,0.049,0.579,0.371,
35104,28359844,590566770,"09,01,20",9190831,Frances,The place was sparkling clean and the location was near two of the best hawker centers in Singapore After eating all the great foods its nice to use the pool and gym to burn off the calories,193,en,0.9432,0,0.667,0.333,
